Company name,Deal date,Investment amount,Incorporation date,Current stage,Exit date,Exit price
Axon,2012/5/31,342505,02/03/2006,Dead,27/07/2017,0
Axon,2013/3/31,303000,02/03/2006,Dead,27/07/2017,0
Axon,2013/12/10,339960,02/03/2006,Dead,27/07/2017,0
Azooki,2015/11/10,30000,09/04/2014,Dead,08/01/2018,0
BAU Systems,2017/5/5,30000,07/07/2015,Dead,07/02/2019,0
BAU Systems,2015/11/4,57500,07/07/2015,Dead,07/02/2019,0
BAU Systems,2016/8/8,30000,07/07/2015,Dead,07/02/2019,0
BELI,2016/4/29,48000,18/07/2014,Dead,21/02/2019,0
BELI,2017/6/26,24996,18/07/2014,Dead,21/02/2019,0
BERG Cloud,2013/10/28,879998,19/08/2013,Dead,09/09/2014,0
BGM Energy,2017/8/16,100000,06/07/2017,Dead,27/11/2018,0
BLM interact,2016/1/26,70000,28/11/2014,Dead,17/03/2017,0
BLM interact,2015/5/21,260001,28/11/2014,Dead,17/03/2017,0
BTX Biofuels,2016/1/6,90000,29/07/2013,Dead,21/08/2018,0
Babajaan,2014/9/2,317003,29/10/2008,Dead,24/01/2017,0
Babajaan,2014/2/5,1000000,29/10/2008,Dead,24/01/2017,0
Babaji Pide,2014/11/20,159114,16/10/2013,Dead,25/09/2018,0
Babaji Pide,2014/8/13,337514,16/10/2013,Dead,25/09/2018,0
Babaji Pide,2015/9/4,439986,16/10/2013,Dead,25/09/2018,0
Babaji Pide,2014/2/7,1662554,16/10/2013,Dead,25/09/2018,0
Babease,2017/2/1,2772001,20/12/2010,Dead,22/11/2019,0
Babease,2016/4/22,344253,20/12/2010,Dead,22/11/2019,0
Babease,2019/6/28,5288133,20/12/2010,Dead,22/11/2019,0
Babease,2018/7/30,2440722,20/12/2010,Dead,22/11/2019,0
Babease,2016/8/15,70000,20/12/2010,Dead,22/11/2019,0
Babel Systems,2014/9/15,280413,26/03/2008,Exited,09/01/2017,16433300.11
Babel Systems,2014/3/31,184138,26/03/2008,Exited,09/01/2017,16433300.11
Babel Systems,2012/11/19,247020,26/03/2008,Exited,09/01/2017,16433300.11
Babel Systems,2010/3/19,517992,26/03/2008,Exited,09/01/2017,16433300.11
Babel Systems,2010/12/31,526110,26/03/2008,Exited,09/01/2017,16433300.11
Babel Systems,2012/5/5,219160,26/03/2008,Exited,09/01/2017,16433300.11
Babydino,2014/3/31,150075,20/08/2010,Dead,13/06/2017,0
Bactest,2016/4/1,493040,22/01/2001,Dead,25/04/2018,0
Bactest,2012/10/1,34560,22/01/2001,Dead,25/04/2018,0
Bactest,2012/1/26,953760,22/01/2001,Dead,25/04/2018,0
Bactest,2016/7/19,383000,22/01/2001,Dead,25/04/2018,0
Bactest,2013/5/20,713160,22/01/2001,Dead,25/04/2018,0
Bactest,2017/7/14,899580,22/01/2001,Dead,25/04/2018,0
Bactest,2010/8/9,199993,22/01/2001,Dead,25/04/2018,0
Bactest,2014/10/31,873580,22/01/2001,Dead,25/04/2018,0
Bad Penny Entertainment,2017/8/29,20000,08/11/2016,Dead,04/02/2019,0
Bafter,2018/11/22,89738,07/03/2018,Dead,01/07/2020,0
BagThat,2016/1/29,128002,31/01/2011,Dead,14/06/2017,0
BagThat,2013/11/13,499999,31/01/2011,Dead,14/06/2017,0
BagThat,2012/5/15,139858,31/01/2011,Dead,14/06/2017,0
BagThat,2013/4/4,183831,31/01/2011,Dead,14/06/2017,0
Baggers Originals,2013/3/7,100001,07/06/2012,Dead,30/10/2018,0
Balluga,2015/4/1,250000,28/05/2010,Dead,24/10/2018,0
Balluga,2011/3/18,366674,28/05/2010,Dead,24/10/2018,0
Balluga,2016/8/4,100000,28/05/2010,Dead,24/10/2018,0
Banneya,2016/3/3,508588,12/08/2013,Dead,13/08/2019,0
Bantr.tv,2011/6/7,20000,19/04/2011,Dead,12/10/2017,0
Bantr.tv,2012/10/17,136239,19/04/2011,Dead,12/10/2017,0
Bantr.tv,2011/9/12,214994,19/04/2011,Dead,12/10/2017,0
Banvard & James,2016/3/22,24999,06/10/2016,Dead,20/11/2018,0
Banvard & James,2017/2/24,199999,06/10/2016,Dead,20/11/2018,0
Bar Necessities,2012/5/5,13413,27/10/2011,Dead,16/05/2019,0
Barcroft Media,2017/6/27,99992,31/12/2003,Exited,15/11/2019,23500000
Barcroft Media,2017/12/21,649869,31/12/2003,Exited,15/11/2019,23500000
Barcroft Media,2016/6/2,99984,31/12/2003,Exited,15/11/2019,23500000
Bardowl,2013/5/8,67500,26/11/2009,Dead,24/10/2015,0
Bardowl,2011/6/24,70000,26/11/2009,Dead,24/10/2015,0
Barking at Trees,2013/3/28,305000,25/10/2012,Dead,02/11/2018,0
Barking at Trees,2014/11/1,68372,25/10/2012,Dead,02/11/2018,0
Base79,2011/9/15,712155,28/06/2007,Exited,08/07/2014,50000000
Base79,2012/11/14,5390215,28/06/2007,Exited,08/07/2014,50000000
Base79,2010/3/10,2000000,28/06/2007,Exited,08/07/2014,50000000
Base79,2013/7/8,1625287,28/06/2007,Exited,08/07/2014,50000000
Bath Stone Reclamation,2013/1/7,10000,19/03/2012,Dead,06/12/2018,0
Bavava,2017/9/27,10000,18/12/2013,Dead,20/04/2020,0
Be At One,2011/11/2,1148712,31/12/1998,Exited,22/07/2018,50000000
Be Hiring,2011/8/9,5000,27/07/2011,Dead,16/11/2016,0
Be Street Smart,2016/5/24,159998,10/03/2014,Dead,14/09/2017,0
BeArt,2016/8/1,76811,15/06/2015,Dead,17/12/2019,0
BeMore,2016/12/16,329980,,Dead,16/07/2020,0
BeMore,2017/10/11,70000,,Dead,16/07/2020,0
BeMore,2018/10/10,80000,,Dead,16/07/2020,0
BeatMyWasteQuote.com,2014/7/17,199989,03/12/2013,Dead,06/01/2016,0
Beatnode,2012/9/25,22500,01/08/2012,Dead,14/11/2016,0
Beatnode,2013/4/8,20000,01/08/2012,Dead,14/11/2016,0
Beatnode,2013/10/2,40000,01/08/2012,Dead,14/11/2016,0
Beatroot,2016/10/7,124990,15/07/2013,Dead,12/12/2017,0
Beatroot,2015/9/2,249610,15/07/2013,Dead,12/12/2017,0
Beautimeter,2015/3/27,37400,19/08/2013,Dead,13/06/2017,0
Beautimeter,2017/5/30,14000,19/08/2013,Dead,13/06/2017,0
Bee VM,2015/9/21,16239,24/02/2015,Dead,20/03/2018,0
BeeLoops,2015/11/23,21300,05/01/2015,Dead,03/02/2017,0
Beef & Brew,2017/12/24,79130,28/01/2015,Dead,31/10/2019,0
Beer Monkey Brew Co,2017/9/1,100000,10/05/2017,Dead,14/02/2020,0
Behaviour Labs,2014/6/19,151200,18/02/2014,Dead,16/03/2017,0
Behaviour Labs,2015/1/31,169947,18/02/2014,Dead,16/03/2017,0
Bel-Air,2016/8/11,521114,14/07/2014,Dead,24/11/2017,0
Belfast Distillery Company,2015/5/13,300000,18/10/2010,Dead,11/03/2018,0
Believe.in,2012/3/28,59996,20/05/2011,Dead,07/04/2016,0
Believe.in,2012/12/31,600000,20/05/2011,Dead,07/04/2016,0
Bellvedi,2018/10/2,10127,04/12/2012,Exited,01/05/2019,3700000
Bellvedi,2018/1/15,13693,04/12/2012,Exited,01/05/2019,3700000
Belstane,2013/11/25,277510,12/10/2012,Dead,07/09/2017,0
Belstane,2013/3/27,149570,12/10/2012,Dead,07/09/2017,0
Belua,2016/1/18,150000,28/02/2014,Dead,20/08/2018,0
Belua,2015/2/24,347391,28/02/2014,Dead,20/08/2018,0
Beluga Learning,2013/6/27,119999,28/09/2011,Dead,23/04/2015,0
Ben's Canteen,2014/7/2,200000,10/06/2010,Dead,23/02/2020,0
Benjamin & Blum,2019/3/26,59943,27/02/2012,Dead,15/07/2020,0
Benjamin & Blum,2015/4/4,25000,27/02/2012,Dead,15/07/2020,0
Benjamin & Blum,2014/3/27,150000,27/02/2012,Dead,15/07/2020,0
Benjamin & Blum,2018/1/19,24000,27/02/2012,Dead,15/07/2020,0
Benjamin & Blum,2015/10/23,300000,27/02/2012,Dead,15/07/2020,0
Benjamin Buckley,2014/6/16,25000,10/06/2014,Dead,01/05/2019,0
Bernstein's,2017/6/22,40000,02/03/2016,Dead,23/03/2019,0
BerryWhite,2012/10/18,145000,19/09/2011,Dead,16/04/2019,0
BerryWhite,2014/5/15,376376,19/09/2011,Dead,16/04/2019,0
BerryWhite,2016/1/8,206372,19/09/2011,Dead,16/04/2019,0
Best of Britannia,2016/5/25,73998,16/09/2015,Dead,25/03/2019,0
Bet Juno,2015/5/27,15000,19/05/2014,Dead,27/11/2018,0
Bet Trade,2015/1/27,75002,13/02/2012,Dead,24/04/2018,0
Bet Trade,2014/4/3,150000,13/02/2012,Dead,24/04/2018,0
BetClearer,2012/8/28,544545,13/12/2010,Dead,07/10/2014,0
BetClearer,2011/2/10,99990,13/12/2010,Dead,07/10/2014,0
BetClearer,2013/10/8,1663275,13/12/2010,Dead,07/10/2014,0
BetClearer,2011/8/1,1234599,13/12/2010,Dead,07/10/2014,0
Beta Boulders,2018/11/30,617323,20/06/2017,Dead,09/07/2020,0
Beta Boulders,2017/9/27,205009,20/06/2017,Dead,09/07/2020,0
Beta Boulders,2018/5/14,481935,20/06/2017,Dead,09/07/2020,0
Beta Distribution,2012/3/30,1071221,31/12/1979,Dead,23/04/2019,0
Beta Fashion,2009/11/12,15026,11/11/2008,Dead,22/03/2019,0
Beta Fashion,2010/5/20,39996,11/11/2008,Dead,22/03/2019,0
Beta Fashion,2011/2/23,52008,11/11/2008,Dead,22/03/2019,0
Betify,2014/1/10,150000,13/05/2013,Dead,30/09/2016,0
Betify,2015/1/26,10000,13/05/2013,Dead,30/09/2016,0
Better Cities,2016/1/27,55425,11/11/2014,Dead,23/04/2019,0
Better Cities,2015/8/14,65022,11/11/2014,Dead,23/04/2019,0
Beyond Bespoke,2013/4/4,450000,05/03/2012,Dead,10/02/2020,0
Beyond Bespoke,2018/12/1,63000,05/03/2012,Dead,10/02/2020,0
Beyond Bespoke,2018/4/20,175200,05/03/2012,Dead,10/02/2020,0
Bibee,2014/9/19,90000,02/09/2014,Dead,12/05/2016,0
Bibendum PLB Group,2016/4/14,815000,31/12/1982,Exited,01/05/2016,60000000
Biddly,2017/11/6,106786,22/06/2015,Dead,20/03/2019,0
Biddly,2016/10/14,189923,22/06/2015,Dead,20/03/2019,0
Biddly,2016/1/11,143367,22/06/2015,Dead,20/03/2019,0
Bidstack,2018/6/5,377021,21/10/2015,Exited,31/08/2018,6800000
Bidstack,2016/11/4,499015,21/10/2015,Exited,31/08/2018,6800000
Bidstack,2015/12/21,149675,21/10/2015,Exited,31/08/2018,6800000
Big Centre TV,2014/12/11,340000,08/07/2014,Exited,04/10/2016,518282
Big Data Partnership,2013/12/27,180003,10/01/2012,Exited,25/07/2016,9192393
Big Data Partnership,2016/5/3,440000,10/01/2012,Exited,25/07/2016,9192393
Big Data Partnership,2015/5/7,1099960,10/01/2012,Exited,25/07/2016,9192393
Big Data Partnership,2014/6/5,1249900,10/01/2012,Exited,25/07/2016,9192393
Big Data for Humans,2015/9/9,868568,03/02/2014,Dead,06/07/2020,0
Big Data for Humans,2017/8/31,3642132,03/02/2014,Dead,06/07/2020,0
Big Data for Humans,2014/11/19,22570,03/02/2014,Dead,06/07/2020,0
Big Data for Humans,2018/8/15,300000,03/02/2014,Dead,06/07/2020,0
Big Man Films,2018/12/1,14998,28/12/2011,Dead,17/07/2020,0
Big Property Data,2017/11/6,150000,16/02/2015,Dead,21/07/2020,0
Big Red Group,2017/5/22,400000,03/04/2014,Dead,07/11/2018,0
Big Red Group,2014/8/27,250000,03/04/2014,Dead,07/11/2018,0
Big Red Group,2016/4/5,720031,03/04/2014,Dead,07/11/2018,0
Big Red Group,2014/4/9,366250,03/04/2014,Dead,07/11/2018,0
Big Red Group,2016/11/1,125000,03/04/2014,Dead,07/11/2018,0
Big Red Group,2015/6/12,125000,03/04/2014,Dead,07/11/2018,0
Bigfoot Tutors,2014/12/4,312500,09/12/2008,Dead,01/06/2017,0
Bigfoot Tutors,2013/11/21,311194,09/12/2008,Dead,01/06/2017,0
Bigfoot Tutors,2011/11/23,152500,09/12/2008,Dead,01/06/2017,0
Bigfoot Tutors,2009/10/7,180000,09/12/2008,Dead,01/06/2017,0
Bikini Fling,2014/3/13,52000,23/12/2010,Dead,08/09/2016,0
Bilbao Bar,2014/10/15,17430,28/01/2014,Dead,19/06/2018,0
Bilbao Bar,2016/1/9,86601,28/01/2014,Dead,19/06/2018,0
BillHub,2016/12/22,20000,18/08/2015,Dead,01/11/2018,0
Binx Health,2017/1/22,28589785,19/07/2005,Dead,05/10/2018,0
Binx Health,2011/7/18,9261469,19/07/2005,Dead,05/10/2018,0
Binx Health,2012/10/23,250000,19/07/2005,Dead,05/10/2018,0
Binx Health,2013/5/20,6700000,19/07/2005,Dead,05/10/2018,0
Binx Health,2014/4/25,2947300,19/07/2005,Dead,05/10/2018,0
Binx Health,2015/1/28,13040055,19/07/2005,Dead,05/10/2018,0
Binx Health,2009/11/30,53001,19/07/2005,Dead,05/10/2018,0
BioEden,2014/10/15,750000,26/03/2013,Dead,16/11/2017,0
BioEden,2014/3/12,600000,26/03/2013,Dead,16/11/2017,0
BioEden,2015/11/11,444399,26/03/2013,Dead,16/11/2017,0
BioMimOx,2014/9/16,18000,16/11/2012,Dead,16/01/2018,0
BioMimOx,2013/10/16,18000,16/11/2012,Dead,16/01/2018,0
BioStraw,2018/9/17,250000,06/04/2018,Dead,21/10/2019,0
Bioepic,2016/11/10,407200,28/07/2014,Dead,15/07/2020,0
Bioepic,2015/3/22,140000,28/07/2014,Dead,15/07/2020,0
Bioepic,2017/8/28,133600,28/07/2014,Dead,15/07/2020,0
Bioinnovel,2011/2/7,199981,01/02/2006,Dead,13/08/2015,0
Biomass CHP,2012/3/7,177856,05/05/2006,Dead,08/03/2017,0
Biomimetics Health Industries,2014/8/13,74976,28/05/2012,Dead,08/09/2016,0
Bioparametrics,2011/8/1,118165,10/10/2001,Dead,23/02/2015,0
Biotica,2010/11/2,1030007,29/08/1996,Dead,14/09/2015,0
Birdie List,2014/5/29,15000,05/08/2013,Dead,08/03/2017,0
Bistrot Pierre,2015/4/30,113635,31/12/1994,Dead,15/07/2020,0
BitRater,2018/1/25,87000,01/08/2016,Dead,07/05/2019,0
Bite Club,2018/9/27,266650,28/10/2016,Dead,16/07/2020,0
Bite Club,2018/3/29,199997,28/10/2016,Dead,16/07/2020,0
Bite Club,2019/8/28,128834,28/10/2016,Dead,16/07/2020,0
Bizpora,2013/10/21,27496,09/01/2012,Dead,27/01/2015,0
Black Kite Technology,2014/3/5,75000,13/01/2014,Dead,24/10/2018,0
Black Kite Technology,2015/4/2,74998,13/01/2014,Dead,24/10/2018,0
Black Kite Technology,2016/4/1,124800,13/01/2014,Dead,24/10/2018,0
Black Orchid Interiors,2010/7/7,274161,25/10/2000,Dead,15/04/2019,0
Black Orchid Interiors,2013/3/29,499999,25/10/2000,Dead,15/04/2019,0
Blastboard,2013/2/22,297172,17/09/2012,Dead,12/10/2016,0
Blend Collective,2012/6/21,32000,15/02/2010,Dead,06/11/2018,0
Blend Collective,2014/10/20,120000,15/02/2010,Dead,06/11/2018,0
BliNK Therapeutics,2011/7/28,450000,07/04/2011,Dead,26/09/2018,0
BliNK Therapeutics,2015/1/1,500001,07/04/2011,Dead,26/09/2018,0
Blinkbox Music,2011/6/22,6534957,22/02/2006,Exited,12/06/2012,10800000
Blinkbox Music,2010/1/20,2660677,22/02/2006,Exited,12/06/2012,10800000
Blippar,2016/3/2,37715837,22/11/2010,Dead,23/01/2019,0
Blippar,2012/1/3,647500,22/11/2010,Dead,23/01/2019,0
Blippar,2014/3/18,11077730,22/11/2010,Dead,23/01/2019,0
Blooie,2011/11/11,22500,19/09/2011,Dead,13/10/2016,0
Blooie,2013/12/4,486194,19/09/2011,Dead,13/10/2016,0
Blooie,2014/5/19,200001,19/09/2011,Dead,13/10/2016,0
Bloom,2015/8/3,50000,22/07/2014,Dead,06/03/2018,0
Blottr,2011/5/11,450001,07/04/2011,Dead,16/05/2016,0
Blow & Bubbles,2018/8/1,138997,08/09/2017,Dead,26/11/2019,0
Bloxx,2012/12/20,626742,10/12/1999,Exited,02/11/2015,12130353
Bloxx,2012/2/7,549990,10/12/1999,Exited,02/11/2015,12130353
Bloxx,2015/2/15,792891,10/12/1999,Exited,02/11/2015,12130353
Blue Storm Media,2012/8/2,250093,26/04/2001,Dead,31/01/2016,0
Blurrt,2016/2/8,500922,26/06/2012,Dead,03/05/2019,0
Blurrt,2014/4/1,100000,26/06/2012,Dead,03/05/2019,0
Bodifit,2013/7/1,20000,27/06/2012,Dead,27/11/2018,0
Bodugi,2011/6/22,580000,17/12/2010,Dead,23/01/2017,0
Bodugi,2012/11/1,350749,17/12/2010,Dead,23/01/2017,0
BodyChillz,2016/2/8,462000,05/09/2013,Dead,06/05/2020,0
Bond,2014/7/14,32213,25/02/2013,Dead,26/01/2015,0
Bondcube,2014/2/10,1999960,27/12/2012,Dead,07/09/2017,0
Bondcube,2013/11/27,224999,27/12/2012,Dead,07/09/2017,0
Bone Tea,2015/11/22,50000,23/03/2015,Dead,06/11/2018,0
Boo Couture,2015/1/27,10000,13/10/2014,Dead,06/11/2018,0
Book The Slot,2014/9/11,15000,31/08/2012,Dead,08/01/2019,0
Booly,2014/12/8,27965,23/12/2009,Dead,25/10/2018,0
Boomah,2014/6/4,79193,16/09/2010,Dead,09/09/2016,0
Bounce Foods,2014/2/7,100047,04/03/2005,Dead,20/06/2019,0
Bounce Foods,2018/12/14,750000,04/03/2005,Dead,20/06/2019,0
Bounce Foods,2010/9/24,60000,04/03/2005,Dead,20/06/2019,0
Bounce Foods,2018/3/7,1851466,04/03/2005,Dead,20/06/2019,0
Bounts,2016/3/8,100452,31/03/2011,Dead,16/07/2020,0
Bounts,2014/3/14,25000,31/03/2011,Dead,16/07/2020,0
Bounts,2018/12/21,401420,31/03/2011,Dead,16/07/2020,0
Bounts,2015/6/1,670494,31/03/2011,Dead,16/07/2020,0
Bounts,2017/2/24,662200,31/03/2011,Dead,16/07/2020,0
Bounts,2013/4/12,56057,31/03/2011,Dead,16/07/2020,0
Bowler Motorsport,2014/2/26,345480,31/12/1984,Dead,19/12/2019,0
Bowler Motorsport,2015/11/24,89958,31/12/1984,Dead,19/12/2019,0
Bowler Motorsport,2012/3/15,1147596,31/12/1984,Dead,19/12/2019,0
BoxGarment,2015/1/1,12099,27/09/2012,Dead,13/07/2017,0
Boxer Cycles,2015/12/31,80000,12/07/2013,Dead,17/11/2017,0
Boxer Cycles,2015/1/20,42000,12/07/2013,Dead,17/11/2017,0
Boxer Cycles,2016/7/12,55000,12/07/2013,Dead,17/11/2017,0
Boxman,2016/4/5,499998,17/12/2012,Dead,19/09/2019,0
Boxman,2017/5/9,59995,17/12/2012,Dead,19/09/2019,0
Boxman,2014/5/18,203360,17/12/2012,Dead,19/09/2019,0
Boxman,2014/5/1,10000,17/12/2012,Dead,19/09/2019,0
Boxman,2015/7/14,139993,17/12/2012,Dead,19/09/2019,0
Boxman,2016/12/23,99067,17/12/2012,Dead,19/09/2019,0
Brabant Pharma,2013/12/20,199755,13/12/2012,Exited,27/10/2014,80667600.09
Brabant Pharma,2013/3/8,650040,13/12/2012,Exited,27/10/2014,80667600.09
Brabant Pharma,2014/4/24,577080,13/12/2012,Exited,27/10/2014,80667600.09
Brackenburn,2017/4/4,120000,05/08/2008,Dead,18/01/2019,0
Bradford Brewery,2014/10/17,200050,20/11/2013,Dead,14/08/2018,0
Bradford Brewery,2017/4/7,15000,20/11/2013,Dead,14/08/2018,0
Brain-e-Games,2015/2/4,148641,19/05/2014,Dead,01/09/2016,0
Brand Ami,2017/5/25,10000,20/05/2013,Dead,27/11/2018,0
BrandCare,2017/11/15,51428,28/09/2015,Dead,27/11/2018,0
Branded Reality,2013/8/6,116002,04/04/2012,Dead,13/05/2016,0
Bravo Inns,2010/10/26,660001,07/09/2007,Exited,03/12/2019,17900000
Bravo Inns,2012/6/1,329995,07/09/2007,Exited,03/12/2019,17900000
Bravo Inns,2013/7/10,329998,07/09/2007,Exited,03/12/2019,17900000
Break90,2015/12/14,55000,02/10/2013,Dead,13/02/2018,0
Break90,2015/3/18,100000,02/10/2013,Dead,13/02/2018,0
Brickvest,2015/7/7,145870,04/11/2014,Dead,04/02/2020,0
Brickvest,2017/3/1,2820256,04/11/2014,Dead,04/02/2020,0
Brickvest,2015/2/17,550130,04/11/2014,Dead,04/02/2020,0
Brickvest,2019/1/22,1647720,04/11/2014,Dead,04/02/2020,0
Briefly,2014/12/24,100000,04/08/2014,Dead,09/11/2017,0
Bright North,2013/3/11,50000,21/12/2012,Dead,31/01/2019,0
Bright North,2016/5/5,399960,21/12/2012,Dead,31/01/2019,0
Bright North,2013/9/9,461342,21/12/2012,Dead,31/01/2019,0
Bright North,2014/11/7,1459804,21/12/2012,Dead,31/01/2019,0
Brighter World,2016/9/1,500000,25/11/2014,Dead,08/05/2018,0
Brighter World,2015/2/3,49999,25/11/2014,Dead,08/05/2018,0
Brightfire,2011/8/3,60000,07/03/2002,Dead,21/03/2016,0
Britannia Footwear,2014/5/12,66499,25/04/2000,Dead,26/09/2018,0
Britannia Footwear,2015/3/31,41600,25/04/2000,Dead,26/09/2018,0
BriteLives,2016/9/5,15000,04/05/2016,Dead,20/11/2018,0
British Ceramic Tile,2013/2/19,5599999,02/09/1996,Dead,30/01/2019,0
British Ceramic Tile,2013/10/2,6000000,02/09/1996,Dead,30/01/2019,0
British Ceramic Tile,2016/10/24,10356176,02/09/1996,Dead,30/01/2019,0
Britrox,2016/2/19,15000,19/03/2015,Dead,28/08/2018,0
Britrox,2016/10/12,10000,19/03/2015,Dead,28/08/2018,0
Broker Compare,2016/9/14,260015,26/05/2016,Dead,02/05/2019,0
Broker Compare,2018/1/5,13785,26/05/2016,Dead,02/05/2019,0
Browsa,2014/12/23,79657,21/02/2014,Dead,29/01/2019,0
Brupond Brewery,2012/6/6,64904,16/04/2012,Dead,25/01/2016,0
Bspotted,2016/4/10,30001,10/04/2016,Dead,01/11/2018,0
Bubble & Balm,2011/7/20,75000,16/08/2007,Dead,21/11/2013,0
Bubble & Balm,2010/10/11,33000,16/08/2007,Dead,21/11/2013,0
Bubblo,2015/5/15,10012,20/02/2014,Dead,10/02/2020,0
Bubblo,2017/11/29,254681,20/02/2014,Dead,10/02/2020,0
Bubblo,2015/11/4,608330,20/02/2014,Dead,10/02/2020,0
Buddy,2014/5/12,150000,01/09/2011,Dead,24/02/2016,0
Bukowski Grill,2012/6/1,132038,22/06/2011,Dead,19/04/2018,0
Bukowski Grill,2011/12/1,100185,22/06/2011,Dead,19/04/2018,0
Bukowski Grill,2016/9/30,150000,22/06/2011,Dead,19/04/2018,0
Bullet News,2014/9/1,319808,07/11/2013,Dead,19/01/2017,0
Bulweria,2017/10/30,99997,24/05/2011,Dead,20/07/2020,0
Bulweria,2018/3/20,87859,24/05/2011,Dead,20/07/2020,0
Bundle,2015/6/26,94630,04/11/2014,Dead,13/02/2020,0
Bureau,2016/7/29,11000,03/09/2014,Dead,11/06/2019,0
Bureau Direct,2017/12/29,140000,16/01/2003,Dead,10/01/2019,0
Burning Arrow,2016/11/30,37500,01/09/2015,Dead,15/01/2019,0
Burning Arrow,2015/12/9,37500,01/09/2015,Dead,15/01/2019,0
Burning Night Group,2015/5/15,999554,20/07/2010,Dead,24/12/2018,0
Burst Insights,2015/1/15,35643,14/07/2014,Dead,26/06/2018,0
Burst Insights,2015/2/9,50000,14/07/2014,Dead,26/06/2018,0
Burst Insights,2015/5/10,100000,14/07/2014,Dead,26/06/2018,0
Business Impact,2013/8/29,79416,14/01/2008,Dead,24/02/2017,0
Business Scene,2015/6/12,10000,22/11/2012,Dead,13/06/2017,0
Busk&Evans,2016/5/1,45000,07/10/2015,Dead,29/05/2018,0
Buying Butler,2015/11/17,23500,28/11/2012,Dead,20/02/2019,0
Buying Butler,2015/1/30,60000,28/11/2012,Dead,20/02/2019,0
Buying Butler,2018/2/21,39200,28/11/2012,Dead,20/02/2019,0
Buying Butler,2016/6/10,440054,28/11/2012,Dead,20/02/2019,0
Buying Butler,2014/6/30,201906,28/11/2012,Dead,20/02/2019,0
Buying Butler,2013/12/17,202405,28/11/2012,Dead,20/02/2019,0
Buzzmove,2015/2/11,400047,04/02/2013,Exited,15/08/2016,6000000
Buzzmove,2014/3/4,379977,04/02/2013,Exited,15/08/2016,6000000
Buzzmove,2015/12/15,262601,04/02/2013,Exited,15/08/2016,6000000
ByPost,2012/11/2,257297,03/11/2010,Dead,17/11/2016,0
ByPost,2014/5/21,195996,03/11/2010,Dead,17/11/2016,0
ByPost,2015/4/26,81200,03/11/2010,Dead,17/11/2016,0
C Growth,2019/1/22,35000,31/05/2016,Dead,08/07/2020,0
C.L. Edwards & Sons,2015/8/18,219990,08/03/1962,Dead,21/08/2018,0
C.L. Edwards & Sons,2012/10/7,200000,08/03/1962,Dead,21/08/2018,0
C6(n) Technology,2018/6/8,540000,14/09/2007,Dead,20/04/2020,0
CAKE,2014/6/3,306628,30/04/2012,Exited,23/03/2018,9409221.178
CAKE,2017/1/26,100002,30/04/2012,Exited,23/03/2018,9409221.178
CAKE,2013/10/25,1074822,30/04/2012,Exited,23/03/2018,9409221.178
CAKE,2015/2/24,205149,30/04/2012,Exited,23/03/2018,9409221.178
CAKE,2015/10/5,1054751,30/04/2012,Exited,23/03/2018,9409221.178
CAKE,2016/4/20,1207096,30/04/2012,Exited,23/03/2018,9409221.178
CBIS Education,2016/2/29,250004,29/09/2008,Dead,16/07/2020,0
CFM Recruitment,2014/11/27,15000,04/07/2014,Dead,18/04/2018,0
CGON,2014/9/29,158890,01/10/2012,Dead,06/08/2019,0
CGON,2015/8/28,400201,01/10/2012,Dead,06/08/2019,0
CH4E,2013/9/13,4301232,07/01/2009,Dead,01/12/2015,0
CH4E,2011/2/18,120018,07/01/2009,Dead,01/12/2015,0
CHI Capital,2016/7/19,90000,10/07/2015,Dead,06/07/2020,0
CHI Capital,2015/8/7,102998,10/07/2015,Dead,06/07/2020,0
CHI Capital,2017/2/10,349997,10/07/2015,Dead,06/07/2020,0
CHI Capital,2018/8/10,895235,10/07/2015,Dead,06/07/2020,0
CHOC+,2015/2/16,168581,01/04/2010,Dead,06/11/2018,0
CITINITE,2015/3/27,50000,31/01/2014,Dead,21/07/2016,0
CNN Training Consultants,2016/1/7,40004,06/01/2015,Dead,18/10/2018,0
COLABRIQ,2018/3/20,258000,11/02/2015,Dead,15/07/2020,0
CRESS,2016/7/1,414475,16/07/2009,Dead,02/07/2019,0
CRESS,2015/12/17,20000,16/07/2009,Dead,02/07/2019,0
CRESS,2017/8/31,302520,16/07/2009,Dead,02/07/2019,0
CW Renewable Energy,2018/10/19,740000,16/10/2012,Dead,21/08/2019,0
CW Renewable Energy,2013/7/31,1175000,16/10/2012,Dead,21/08/2019,0
CW Renewable Energy,2015/3/27,83996,16/10/2012,Dead,21/08/2019,0
CWV Wallcoverings,2017/9/1,277097,27/06/2014,Exited,31/10/2017,500000
CYP Design,2013/10/22,120002,01/06/2012,Dead,02/11/2017,0
CYP Design,2015/5/14,250120,01/06/2012,Dead,02/11/2017,0
Cabec Directus,2012/5/21,250000,03/12/2010,Dead,26/01/2017,0
Cabec Directus,2013/6/17,15000,03/12/2010,Dead,26/01/2017,0
Cabec Directus,2013/8/30,47505,03/12/2010,Dead,26/01/2017,0
Cable-Sense,2010/8/25,77647,11/11/2008,Dead,05/11/2018,0
Cabroso Wines,2015/3/31,100000,21/04/2011,Dead,21/11/2017,0
Cabroso Wines,2013/4/5,40000,21/04/2011,Dead,21/11/2017,0
Cadouu,2017/7/5,150000,11/04/2016,Dead,19/02/2020,0
